UNIT_CODE,UNIT_NAME,STATE,REGION,DEM_Name,LC_Name,UNIT_TYPE,PARKNAME,Lat,Long
WORI,Women's Rights National Historical Park,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Women's Rights,42.90262,-76.816558
LONG,Longfellow House-Washington's Headquarters National Historic Site,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Longfellow,42.376989,-71.12637
HOFU,Hopewell Furnace National Historic Site,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Hopewell Furnace,40.206072,-75.768116
SPAR,Springfield Armory National Historic Site,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Springfield Armory,42.108304,-72.581126
MAWA,Maggie L. Walker National Historic Site,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Maggie L. Walker,37.547501,-77.436945
MORR,Morristown National Historical Park,NJ,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Morristown,40.765223,-74.534586
MAVA,Martin Van Buren National Historic Site,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Martin Van Buren,42.366664,-73.708343
GOIS,Governors Island National Monument,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Monument,Governors Island,40.691642,-74.016708
JOFL,Johnstown Flood National Memorial,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Memorial,Johnstown Flood,40.345868,-78.774252
FLNI,Flight 93 National Memorial,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Memorial,Flight 93,40.060612,-78.89457
MABI,Marsh-Billings-Rockefeller National Historical Park,VT,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Marsh - Billings - Rockefeller,43.633421,-72.53477
EISE,Eisenhower National Historic Site,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Eisenhower,39.795775,-77.265081
FONE,Fort Necessity National Battlefield,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Battlefield,Fort Necessity,39.813057,-79.590332
FOMC,Fort McHenry National Monument and Historic Shrine,MD,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Monument and Historic Shrine,Fort McHenry,39.263953,-76.580442
SAIR,Saugus Iron Works National Historic Site,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Saugus Iron Works,42.468307,-71.007695
ROWI,Roger Williams National Memorial,RI,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Memorial,Roger Williams,41.829895,-71.410567
ALPO,Allegheny Portage Railroad National Historic Site,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Allegheny Portage Railroad,40.446771,-78.574356
BOST,Boston National Historical Park,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Boston,42.373378,-71.055377
GEGR,General Grant National Memorial,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Memorial,General Grant,40.813434,-73.963076
FRST,First State National Historical Park,DE,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,First State,39.830758,-75.563539
PAGR,Paterson Great Falls National Historical Park,NJ,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Paterson Great Falls,40.915846,-74.180215
WEFA,Weir Farm National Historic Site,CT,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Weir Farm,41.256758,-73.454525
THRI,Theodore Roosevelt Inaugural National Historic Site,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Theodore Roosevelt Inaugural,42.901468,-78.872484
VAMA,Vanderbilt Mansion National Historic Site,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Vanderbilt Mansion,41.796979,-73.942056
GATE,Gateway National Recreation Area,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Recreation Area,Gateway,40.571501,-73.910087
UPDE,Upper Delaware Scenic and Recreational River,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,Scenic and Recreational River,Upper Delaware,41.516957,-75.038401
CACO,Cape Cod National Seashore,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Seashore,Cape Cod,41.960463,-70.043051
FRLA,Frederick Law Olmsted National Historic Site,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Frederick Law Olmsted,42.324243,-71.132026
GEWA,George Washington Birthplace National Monument,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Monument,George Washington Birthplace,38.193626,-76.920794
HAGR,Hamilton Grange National Memorial,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Memorial,Hamilton Grange,40.821352,-73.948785
HAMP,Hampton National Historic Site,MD,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Hampton,39.41753,-76.587812
SACR,Saint Croix Island International Historic Site,ME,NER,NER_DEM.TIF,NER_LC_2016.TIF,International Historic Site,Saint Croix Island,45.128588,-67.133637
STLI,Statue Of Liberty National Monument,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Monument,Statue Of Liberty,40.695761,-74.042356
FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Military Park,Fredericksburg & Spotsylvania,38.303639,-77.644829
STON,Stonewall National Monument,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Monument,Stonewall,40.733389,-74.000686
FEHA,Federal Hall National Memorial,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Memorial,Federal Hall,40.707315,-74.01026
CAJO,Captain John Smith National Historic Trail,MD,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Trail,Captain John Smith,37.412743,-76.649374
INDE,Independence National Historical Park,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Independence,39.95168,-75.148361
MIMA,Minute Man National Historical Park,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Minute Man,42.4534,-71.307388
KAWW,Katahdin Woods And Waters National Monument,ME,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Monument,Katahdin Woods And Waters,45.956524,-68.712135
SARA,Saratoga National Historical Park,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Saratoga,42.998314,-73.629914
VAFO,Valley Forge National Historical Park,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Valley Forge,40.10054,-75.445809
FOMR,Fort Monroe National Monument,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Monument,Fort Monroe,37.016146,-76.301179
COLO,Colonial National Historical Park,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Colonial,37.237902,-76.624777
GETT,Gettysburg National Military Park,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Military Park,Gettysburg,39.815352,-77.232477
ASIS,Assateague Island National Seashore,MD,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Seashore,Assateague Island,38.060006,-75.2463
SHEN,Shenandoah National Park,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Park,Shenandoah,38.491199,-78.469099
ACAD,Acadia National Park,ME,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Park,Acadia,44.316403,-68.303236
BLUE,Bluestone National Scenic River,WV,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Scenic River,Bluestone,37.565524,-80.984084
GARI,Gauley River National Recreation Area,WV,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Recreation Area,Gauley River,38.206041,-81.004433
HATU,Harriet Tubman Underground Railroad National Historical Park,MD,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Harriet Tubman Underground Railroad,38.454864,-76.137345
STEA,Steamtown National Historic Site,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historic Site,Steamtown,41.407231,-75.669736
FIIS,Fire Island National Seashore,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Seashore,Fire Island,40.696835,-73.000941
NERI,New River Gorge National River,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National River,New River Gorge,37.766519,-81.001326
LOWE,Lowell National Historical Park,MA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Lowell,42.639219,-71.317086
DEWA,Delaware Water Gap National Recreation Area,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Recreation Area,Delaware Water Gap,41.127018,-74.950981
DELA,Delaware National Scenic River,PA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Scenic River,Delaware,41.032049,-74.947866
HART,Harriet Tubman National Historical Park,NY,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Historical Park,Harriet Tubman,42.911737,-76.561193
RICH,Richmond National Battlefield Park,VA,NER,NER_DEM.TIF,NER_LC_2016.TIF,National Battlefield Park,Richmond,37.578079,-77.308975
BLRI,Blue Ridge Parkway,NC,NTR,NER_DEM.TIF,NER_LC_2016.TIF,Parkway,Blue Ridge Parkway,36.42683,-81.01938
APPA,Appalachian National Scenic Trail,ME,NTR,NER_DEM.TIF,NER_LC_2016.TIF,National Scenic Trail,Appalachian,35.984102,-76.284797
